word	sense_number	usage_note	definition
se monocler	1	[]	.
se monomériser	1	[]	.
se monstrifier	1	[]	.
se montréaliser	1	[]	.
se mordoriser	1	[]	.
se morfailler	1	[]	.
se morfaler	1	[]	.
se morphiner	1	[]	.
se morphiniser	1	[]	.
se morphologiser	1	[]	.
se morpionner	1	[]	.
se mouronner	1	[]	.
se mouvementer	1	[]	.
se moyer	1	[]	.
se réenfouir	1	[]	.
se réenforcir	1	[]	.
se réenfarger	1	[]	.
se réénerver	1	[]	.
se réénergifier	1	[]	.
se réendurcir	1	[]	.
se réendroguer	1	[]	.
se réendosmoser	1	[]	.
se réendormir	1	[]	.
se réendetter	1	[]	.
se réencroûter	1	[]	.
se réencrouter	1	[]	.
se réencorder	1	[]	.
se réencasteler	1	[]	.
se réencarter	1	[]	.
se réencarcaner	1	[]	.
se réencapsuler	1	[]	.
se réencabaner	1	[]	.
se réenamourer	1	[]	.
se réemplumer	1	[]	.
se réempiffrer	1	[]	.
se réempêtrer	1	[]	.
se réemparer	1	[]	.
se réemmêler	1	[]	.
se réémerveiller	1	[]	.
se réembusquer	1	[]	.
se réembuer	1	[]	.
se réembroussailler	1	[]	.
se réembraser	1	[]	.
se réembourber	1	[]	.
se rééloigner	1	[]	.
se réélancer	1	[]	.
se réégyptianiser	1	[]	.
se réégarer	1	[]	.
se réeffilocher	1	[]	.
se réécrouler	1	[]	.
se réécrier	1	[]	.
se rééclipser	1	[]	.
se rééclaircir	1	[]	.
se rééchapper	1	[]	.
se réébouler	1	[]	.
se redualiser	1	[]	.
se redroguer	1	[]	.
se redivertir	1	[]	.
se redistendre	1	[]	.
se redissocier	1	[]	.
se redissiper	1	[]	.
se redisproportionner	1	[]	.
se redisjoindre	1	[]	.
se rediphtonguer	1	[]	.
se redévouer	1	[]	.
se redévêtir	1	[]	.
se redéverser	1	[]	.
se redévergonder	1	[]	.
se redétendre	1	[]	.
se redésolidariser	1	[]	.
se redésister	1	[]	.
se redésintoxiquer	1	[]	.
se redéshabituer	1	[]	.
se redéshabiller	1	[]	.
se redésertifier	1	[]	.
se redésenrouler	1	[]	.
se redésaccoutumer	1	[]	.
se redésaccorder	1	[]	.
se redésabonner	1	[]	.
se redérider	1	[]	.
se redépuceler	1	[]	.
se redépigmenter	1	[]	.
se redépayser	1	[]	.
se redépatouiller	1	[]	.
se rédempter	1	[]	.
se redémoniser	1	[]	.
se redémoduler	1	[]	.
se redémoder	1	[]	.
se redémettre	1	[]	.
se redémesurer	1	[]	.
se redémerder	1	[]	.
se redémener	1	[]	.
se redématérialiser	1	[]	.
se redémarquer	1	[]	.
se redéloquer	1	[]	.
se redélogger	1	[]	.
se redélecter	1	[]	.
se redélaver	1	[]	.
se redélabrer	1	[]	.
se redéjuger	1	[]	.
se redéguiser	1	[]	.
se redégourdir	1	[]	.
se redéfouler	1	[]	.
se redéfigurer	1	[]	.
se redéfausser	1	[]	.
se redécoudre	1	[]	.
se redéchausser	1	[]	.
se redéchaîner	1	[]	.
se redéchainer	1	[]	.
se redécarcasser	1	[]	.
se redébrouiller	1	[]	.
se redébrailler	1	[]	.
se redébiner	1	[]	.
se redéballonner	1	[]	.
se redandiner	1	[]	.
se reculer	1	[]	.
se recuiter	1	[]	.
se recrotter	1	[]	.
se recrocher	1	[]	.
se recrobiller	1	[]	.
se recriquer	1	[]	.
se recrevasser	1	[]	.
se recrémouiller	1	[]	.
se recrasser	1	[]	.
se recotonner	1	[]	.
se recostumer	1	[]	.
se recorrespondre	1	[]	.
se recoordonner	1	[]	.
se recontreficher	1	[]	.
se recontorsionner	1	[]	.
se recontenter	1	[]	.
se reconglomérer	1	[]	.
se reconformer	1	[]	.
se reconfondre	1	[]	.
se reconfesser	1	[]	.
se recondenser	1	[]	.
se reconcrétiser	1	[]	.
se reconcrétionner	1	[]	.
se reconcréter	1	[]	.
se reconcerter	1	[]	.
se recompromettre	1	[]	.
se recomporter	1	[]	.
se recomplaire	1	[]	.
se recoltiner	1	[]	.
se recolleter	1	[]	.
se recoconner	1	[]	.
se recocarder	1	[]	.
se reclochardiser	1	[]	.
se reclaquemurer	1	[]	.
se reclaniser	1	[]	.
se rechicorer	1	[]	.
se recharcler	1	[]	.
se rechamailler	1	[]	.
se recerveler	1	[]	.
se recentriser	1	[]	.
se recatholiciser	1	[]	.
se recataracter	1	[]	.
se recasquer	1	[]	.
se recarter	1	[]	.
se recarrer	1	[]	.
se recarbonater	1	[]	.
se recarapater	1	[]	.
se recarapacer	1	[]	.
se recannibaliser	1	[]	.
se recamoufler	1	[]	.
se recamer	1	[]	.
se recambrer	1	[]	.
se recalter	1	[]	.
se recaler	1	[]	.
se recailler	1	[]	.
se recagouler	1	[]	.
se rebunkeriser	1	[]	.
se rebruxelliser	1	[]	.
se rebrushinguer	1	[]	.
se rebrouiller	1	[]	.
se rebreller	1	[]	.
se rebrêler	1	[]	.
se rebranler	1	[]	.
se reboyauter	1	[]	.
se reboutancher	1	[]	.
se reboulettiser	1	[]	.
se rebouffir	1	[]	.
se rebotter	1	[]	.
se rebolchéviser	1	[]	.
se rebolcheviser	1	[]	.
se reboboïser	1	[]	.
se rebizouiller	1	[]	.
se rebiturer	1	[]	.
se rebisouiller	1	[]	.
se rebinômer	1	[]	.
se rebidonner	1	[]	.
se rebéquer	1	[]	.
se rebèquer	1	[]	.
se rébellionner	1	[]	.
se rebelgiser	1	[]	.
se rebecquer	1	[]	.
se rebécoter	1	[]	.
se rebasquiser	1	[]	.
se rebarrer	1	[]	.
se rebananer	1	[]	.
se rebalader	1	[]	.
se rebagarrer	1	[]	.
se réaveugler	1	[]	.
se réavérer	1	[]	.
se réaventurer	1	[]	.
se réavachir	1	[]	.
se réauthentifier	1	[]	.
se réattirer	1	[]	.
se réattendrir	1	[]	.
se réattendre	1	[]	.
se réattarder	1	[]	.
se réatlantiser	1	[]	.
se réassoupir	1	[]	.
se réassombrir	1	[]	.
se réassoir	1	[]	.
se réasseoir	1	[]	.
se réassagir	1	[]	.
se réasiatiser	1	[]	.
se réartisanaliser	1	[]	.
se réarroger	1	[]	.
se réaromatiser	1	[]	.
se réargiliser	1	[]	.
se réapprocher	1	[]	.
se réappesantir	1	[]	.
se réappartenir	1	[]	.
se réaplatir	1	[]	.
se réanthropologiser	1	[]	.
se réannihiler	1	[]	.
se réanneler	1	[]	.
se réankyloser	1	[]	.
se réangoisser	1	[]	.
se réanglicaniser	1	[]	.
se réandiniser	1	[]	.
se réanaboliser	1	[]	.
se réamouracher	1	[]	.
se réamateuriser	1	[]	.
se réamariner	1	[]	.
se réaltérer	1	[]	.
se réalsacianiser	1	[]	.
se réalonger	1	[]	.
se réallonger	1	[]	.
se réallier	1	[]	.
se réaliter	1	[]	.
se réalcooliser	1	[]	.
se réalanguir	1	[]	.
se réagrariser	1	[]	.
se réagenouiller	1	[]	.
se réaffaler	1	[]	.
se réaffaisser	1	[]	.
se réaffairer	1	[]	.
se réaffaiblir	1	[]	.
se réadonner	1	[]	.
se réaddicter	1	[]	.
se réacquitter	1	[]	.
se réacoquiner	1	[]	.
se réaccroître	1	[]	.
se réaccroitre	1	[]	.
se réaccointer	1	[]	.
se réabstraire	1	[]	.
se réabsenter	1	[]	.
se réabriter	1	[]	.
se réabandonner	1	[]	.
se re-répéter	1	[]	.
se re-présidentialiser	1	[]	.
se re-positionner	1	[]	.
se re-pointer	1	[]	.
se re-parler	1	[]	.
se re-mimétiser	1	[]	.
se re-méditerranéiser	1	[]	.
se re-marier	1	[]	.
se ré-inventer	1	[]	.
se re-inscrire	1	[]	.
se ré-identifier	1	[]	.
se re-glisser	1	[]	.
se re-fond-de-teinter	1	[]	.
se ré-énergifier	1	[]	.
se ré-embarquer	1	[]	.
se re-dualiser	1	[]	.
se re-confesser	1	[]	.
se re-capitaliser	1	[]	.
se re-bidimensionnaliser	1	[]	.
se ré-approcher	1	[]	.
se ré-amateuriser	1	[]	.
se ré-allonger	1	[]	.
se ré-agrariser	1	[]	.
se ré-addicter	1	[]	.
se ré-acnéiser	1	[]	.
se ravoir	1	[]	.
se raviver	1	[]	.
se ravitailler	1	[]	.
se ravilir	1	[]	.
se ravestir	1	[]	.
se ravachir	1	[]	.
se rattirer	1	[]	.
se rattendrir	1	[]	.
se rassoupir	1	[]	.
se rassombrir	1	[]	.
se rassoir	1	[]	.
se rassagir	1	[]	.
se rasouiller	1	[]	.
se rapprivoiser	1	[]	.
se rappicoler	1	[]	.
se rappesantir	1	[]	.
se raplaplatir	1	[]	.
se raplanir	1	[]	.
se rapetisser	1	[]	.
se rapaiser	1	[]	.
se rancir	1	[]	.
se ramoitir	1	[]	.
se rameuter	1	[]	.
se rambiner	1	[]	.
se ralourdir	1	[]	.
se rallumer	1	[]	.
se raisiner	1	[]	.
se ragouiller	1	[]	.
se ragenouiller	1	[]	.
se raffubler	1	[]	.
se raffaiblir	1	[]	.
se radoucir	1	[]	.
se radiner	1	[]	.
se racrapoter	1	[]	.
se racoquiller	1	[]	.
se racler	1	[]	.
se raccroupir	1	[]	.
se raccointer	1	[]	.
se rabistoler	1	[]	.
se rabibocher	1	[]	.
se rabaisser	1	[]	.
se quintupler	1	[]	.
se quimper	1	[]	.
se quiller	1	[]	.
se québéciser	1	[]	.
se quartzifier	1	[]	.
se quadrupler	1	[]	.
se quadricarrer	1	[]	.
se putrifier	1	[]	.
se pustuler	1	[]	.
se prussiser	1	[]	.
se prussifier	1	[]	.
se protocoliser	1	[]	.
se prostituer	1	[]	.
se promotionner	1	[]	.
se promenailler	1	[]	.
se profiler	1	[]	.
se professionnaliser	1	[]	.
se printaniser	1	[]	.
se présidentialiser	1	[]	.
se préqualifier	1	[]	.
se préinscrire	1	[]	.
se préalimenter	1	[]	.
se préabonner	1	[]	.
se pré-abonner	1	[]	.
se poutringuer	1	[]	.
se pourlicher	1	[]	.
se poujadiser	1	[]	.
se pouiller	1	[]	.
se poufiassiser	1	[]	.
se poudrer	1	[]	.
se potringuer	1	[]	.
se poteler	1	[]	.
se possibiliser	1	[]	.
se positiver	1	[]	.
se pornographiser	1	[]	.
se poncepilater	1	[]	.
se ponce-pilater	1	[]	.
se pommeler	1	[]	.
se polytraumatiser	1	[]	.
se poivroter	1	[]	.
se pointiller	1	[]	.
se podzoliser	1	[]	.
se pluraliser	1	[]	.
se plumarder	1	[]	.
se plomber	1	[]	.
se plissoter	1	[]	.
se plisser	1	[]	.
se pliquer	1	[]	.
se plastronner	1	[]	.
se plaquer	1	[]	.
se planquer	1	[]	.
se pistacher	1	[]	.
se pipoliser	1	[]	.
se piocher	1	[]	.
se pinter	1	[]	.
se pinguiniser	1	[]	.
se pinarder	1	[]	.
se pimpantiser	1	[]	.
se pignocher	1	[]	.
se piffrer	1	[]	.
se piffer	1	[]	.
se pieuter	1	[]	.
se pidginiser	1	[]	.
se phonologiser	1	[]	.
se phlogistiquer	1	[]	.
se philippiniser	1	[]	.
se phénicianiser	1	[]	.
se pétassiser	1	[]	.
se pétainiser	1	[]	.
se pétafiner	1	[]	.
se pésifier	1	[]	.
se pesifier	1	[]	.
se péruaniser	1	[]	.
se personnifier	1	[]	.
se périurbaniser	1	[]	.
se périmer	1	[]	.
se péri-urbaniser	1	[]	.
se pérenniser	1	[]	.
se pépériser	1	[]	.
se pentamériser	1	[]	.
se péloriser	1	[]	.
se péjorer	1	[]	.
se pédicurer	1	[]	.
se pédiculiser	1	[]	.
se pédiculer	1	[]	.
se pébriner	1	[]	.
se peausser	1	[]	.
se paysanner	1	[]	.
se paupériser	1	[]	.
se paumoyer	1	[]	.
se pastoraliser	1	[]	.
se passiver	1	[]	.
se passeriller	1	[]	.
se partialiser	1	[]	.
se partager	1	[]	.
se paroxyser	1	[]	.
se paroxiser	1	[]	.
se parkinsonniser	1	[]	.
se parfumer	1	[]	.
se parentifier	1	[]	.
se parasiter	1	[]	.
se paralyser	1	[]	.
se pantalonner	1	[]	.
se paniquer	1	[]	.
se pamplemousser	1	[]	.
se palestiniser	1	[]	.
se pagnoter	1	[]	.
se pageoter	1	[]	.
se pacser	1	[]	.
se pacoter	1	[]	.
s'oxyder	1	[]	.
s'oximer	1	[]	.
s'oxider	1	[]	.
s'outrer	1	[]	.
s'outrecuider	1	[]	.
s'oursonner	1	[]	.
s'ouralitiser	1	[]	.
s'oudrir	1	[]	.
s'ostiner	1	[]	.
s'originer	1	[]	.
s'originaliser	1	[]	.
s'oprahiser	1	[]	.
s'opérer	1	[]	.
s'opacifier	1	[]	.
s'octupler	1	[]	.
s'octomériser	1	[]	.
s'oceller	1	[]	.
s'océaniser	1	[]	.
s'occlure	1	[]	.
s'occidentaliser	1	[]	.
s'obsessionaliser	1	[]	.
s'objurguer	1	[]	.
s'obésifier	1	[]	.
s'obéir	1	[]	.
se nuager	1	[]	.
se nourriturer	1	[]	.
se nonupler	1	[]	.
se nombriliser	1	[]	.
se nitrer	1	[]	.
se nipper	1	[]	.
se nider	1	[]	.
se nerférer	1	[]	.
se népaliser	1	[]	.
se néoniser	1	[]	.
se néolithiser	1	[]	.
se néo-zélandiser	1	[]	.
se néguer	1	[]	.
se négativer	1	[]	.
se nayer	1	[]	.
se natchaver	1	[]	.
se nassériser	1	[]	.
se napolitaniser	1	[]	.
se naiser	1	[]	.
se mysticiser	1	[]	.
se myopiser	1	[]	.
se myéliniser	1	[]	.
se murer	1	[]	.
se multinationaliser	1	[]	.
se mucher	1	[]	.
se métempsychoser	1	[]	.
se métastaser	1	[]	.
se métamorphiser	1	[]	.
se métamériser	1	[]	.
se mésallier	1	[]	.
se ménager	1	[]	.
se mémériser	1	[]	.
se mélaniser	1	[]	.
se mélanger	1	[]	.
se mélancoliser	1	[]	.
se mélancolifier	1	[]	.
se mélancolier	1	[]	.
se mélancholier	1	[]	.
se méditerraniser	1	[]	.
se méditerranéiser	1	[]	.
se médiévaliser	1	[]	.
se médiciner	1	[]	.
se médicamenter	1	[]	.
se médeciner	1	[]	.
se méconnaitre	1	[]	.
se méconduire	1	[]	.
se mécompter	1	[]	.
se mâtiner	1	[]	.
s'ivrogner	1	[]	.
s'ivrer	1	[]	.
s'isomériser	1	[]	.
s'isoler	1	[]	.
s'iriser	1	[]	.
s'ioder	1	[]	.
s'inviter	1	[]	.
s'invisibiliser	1	[]	.
s'inventer	1	[]	.
s'invaginer	1	[]	.
s'intuméfier	1	[]	.
s'intrusionner	1	[]	.
s'intrure	1	[]	.
s'intriquer	1	[]	.
s'intriguer	1	[]	.
s'intravertir	1	[]	.
s'intoxiquer	1	[]	.
s'intoxer	1	[]	.
s'intersecter	1	[]	.
s'interposer	1	[]	.
s'interpénétrer	1	[]	.
s'internetiser	1	[]	.
s'interneter	1	[]	.
s'interférer	1	[]	.
s'interconnecter	1	[]	.
s'insurrectionner	1	[]	.
s'insérer	1	[]	.
s'insensibiliser	1	[]	.
s'infléchir	1	[]	.
s'infarcir	1	[]	.
s'infaillibiliser	1	[]	.
s'indulger	1	[]	.
s'indouiser	1	[]	.
s'indiscipliner	1	[]	.
s'indigestionner	1	[]	.
s'indigérer	1	[]	.
s'indifférencier	1	[]	.
s'indépendantiser	1	[]	.
s'inalper	1	[]	.
s'impréciser	1	[]	.
s'impersonnaliser	1	[]	.
s'identiser	1	[]	.
s'identifier	1	[]	.
s'icôniser	1	[]	.
s'iconiser	1	[]	.
s'hystériciser	1	[]	.
s'hypothermiser	1	[]	.
s'hypoglycémiser	1	[]	.
s'hypertrophier	1	[]	.
s'hyperspécialiser	1	[]	.
s'hyperorganiser	1	[]	.
s'hypermétropiser	1	[]	.
s'hyperhémier	1	[]	.
s'hyperémier	1	[]	.
s'hyper-spécialiser	1	[]	.
s'hydrothérapiser	1	[]	.
s'hydroponiser	1	[]	.
s'hydrolyser	1	[]	.
s'hydrocuter	1	[]	.
s'hydrater	1	[]	.
s'huguenotiser	1	[]	.
s'horrifier	1	[]	.
s'homosexualiser	1	[]	.
s'homopolymériser	1	[]	.
s'homonymiser	1	[]	.
s'homicider	1	[]	.
s'holistiser	1	[]	.
s'historialiser	1	[]	.
s'hindouiser	1	[]	.
s'hexamériser	1	[]	.
s'herméneutiser	1	[]	.
s'heptamériser	1	[]	.
s'hépatiser	1	[]	.
s'hématoser	1	[]	.
s'hédoniser	1	[]	.
s'harmoniser	1	[]	.
s'extriquer	1	[]	.
s'extravertir	1	[]	.
s'exténuer	1	[]	.
s'expansionner	1	[]	.
s'expandre	1	[]	.
s'exotériser	1	[]	.
s'exoter	1	[]	.
s'exorbiter	1	[]	.
s'exonérer	1	[]	.
s'exonder	1	[]	.
s'exhaler	1	[]	.
s'excentriser	1	[]	.
s'exalter	1	[]	.
s'exagérer	1	[]	.
s'exacerber	1	[]	.
s'évulser	1	[]	.
s'éventer	1	[]	.
s'évaser	1	[]	.
s'évanescer	1	[]	.
s'évaltonner	1	[]	.
s'eutrophiser	1	[]	.
s'eutrophier	1	[]	.
s'européenniser	1	[]	.
s'étruler	1	[]	.
s'étriper	1	[]	.
s'étranger	1	[]	.
s'étoquer	1	[]	.
s'étiquer	1	[]	.
s'étioler	1	[]	.
s'ethniser	1	[]	.
s'éthérer	1	[]	.
s'estranciner	1	[]	.
s'estramaçonner	1	[]	.
s'estoniser	1	[]	.
s'estomper	1	[]	.
s'estomaquer	1	[]	.
s'estimer	1	[]	.
s'essourer	1	[]	.
s'essouffler	1	[]	.
s'esseuler	1	[]	.
s'esquicher	1	[]	.
s'espacer	1	[]	.
s'ésotériser	1	[]	.
s'esganacer	1	[]	.
s'escarper	1	[]	.
s'escaner	1	[]	.
s'esbrousser	1	[]	.
s'esbigner	1	[]	.
s'ermiter	1	[]	.
s'éreinter	1	[]	.
s'équivaloir	1	[]	.
s'équeuter	1	[]	.
s'équasiller	1	[]	.
s'épuiser	1	[]	.
s'éplumer	1	[]	.
s'éplorer	1	[]	.
s'épileptiser	1	[]	.
s'épier	1	[]	.
s'épatter	1	[]	.
s'éparer	1	[]	.
s'envoyer	1	[]	.
s'envoisiner	1	[]	.
s'envoiler	1	[]	.
s'envier	1	[]	.
s'envieillir	1	[]	.
s'envéroler	1	[]	.
s'envenimer	1	[]	.
s'envapper	1	[]	.
s'envaper	1	[]	.
s'entrucher	1	[]	.
s'entrouducuter	1	[]	.
s'entrobliger	1	[]	.
s'entrevivre	1	[]	.
s'entremêler	1	[]	.
s'entrelire	1	[]	.
s'entrefiler	1		Se faufiler entre deux choses.
s'entrebâiller	1	[]	.
s'entre-lire	1	[]	.
s'entre-déposséder	1	[]	.
s'entre-demander	1	[]	.
s'entre-décourager	1	[]	.
s'entre-déclarer	1	[]	.
s'entre-croiser	1	[]	.
s'entre-consoler	1	[]	.
s'entre-communiquer	1	[]	.
s'entre-chérir	1	[]	.
s'entre-charger	1	[]	.
s'entre-céder	1	[]	.
s'entre-casser	1	[]	.
s'entre-caresser	1	[]	.
s'entre-briser	1	[]	.
s'entre-blesser	1	[]	.
s'entre-baiser	1	[]	.
s'entre-bâiller	1	[]	.
s'entre-bailler	1	[]	.
s'entraver	1	[]	.
s'entrauper	1	[]	.
s'entraimer	1	[]	.
s'entifler	1	[]	.
s'entécher	1	[]	.
s'entayer	1	[]	.
s'ensoûler	1	[]	.
s'ensommeiller	1	[]	.
s'enschtroumpfer	1	[]	.
s'ensardiner	1	[]	.
s'ensanglanter	1	[]	.
s'ensabler	1	[]	.
s'enrhumer	1	[]	.
s'enraidir	1	[]	.
s'enraciner	1	[]	.
s'enquiquiner	1	[]	.
s'enquiller	1	[]	.
s'énosser	1	[]	.
s'énorgueillir	1	[]	.
s'énoliser	1	[]	.
s'ennosser	1	[]	.
s'enluminer	1	[]	.
s'enlever	1	[]	.
s'enkyster	1	[]	.
s'enjuvencer	1	[]	.
s'enjoyer	1	[]	.
s'enjalouser	1	[]	.
s'enjailler	1	[]	.
s'énivrer	1	[]	.
s'enhardir	1	[]	.
s'engueniller	1	[]	.
s'engrossir	1	[]	.
s'engrisailler	1	[]	.
s'engrener	1	[]	.
s'engraisser	1	[]	.
s'engourmandir	1	[]	.
s'engoncer	1	[]	.
s'engoguer	1	[]	.
s'engnoler	1	[]	.
s'engluer	1	[]	.
s'engaîner	1	[]	.
s'enfurier	1	[]	.
s'enfroquer	1	[]	.
s'enfouiller	1	[]	.
s'enfondrer	1	[]	.
s'enfleurir	1	[]	.
s'enflaneller	1	[]	.
s'enfeuillager	1	[]	.
s'enfarger	1	[]	.
s'enfançonner	1	[]	.
s'énervurer	1	[]	.
s'énergifier	1	[]	.
s'endouilletter	1	[]	.
s'endosmoser	1	[]	.
s'endémiser	1	[]	.
s'encuivrer	1	[]	.
s'encuirasser	1	[]	.
s'encrouter	1	[]	.
s'encrêper	1	[]	.
s'encrasser	1	[]	.
s'encrapuler	1	[]	.
s'encouronner	1	[]	.
s'encorseter	1	[]	.
s'encorder	1	[]	.
s'encoigner	1	[]	.
s'encoiffer	1	[]	.
s'encocaïner	1	[]	.
s'enclôtir	1	[]	.
s'enclotir	1	[]	.
s'enclore	1	[]	.
s'enclitiser	1	[]	.
s'enclaver	1	[]	.
s'encharogner	1	[]	.
s'encarter	1	[]	.
s'encarcaner	1	[]	.
s'encapucher	1	[]	.
s'encapsuler	1	[]	.
s'encanailler	1	[]	.
s'encalminer	1	[]	.
s'encabaner	1	[]	.
s'empourprer	1	[]	.
s'emplumer	1	[]	.
s'emplâtrer	1	[]	.
s'empifrer	1	[]	.
s'emperler	1	[]	.
s'empeloter	1	[]	.
s'empêcher	1	[]	.
s'empatouiller	1	[]	.
s'emparadiser	1	[]	.
s'empapaouter	1	[]	.
s'empailler	1	[]	.
s'émoustiquer	1	[]	.
s'émourger	1	[]	.
s'émotionnaliser	1	[]	.
s'émotionaliser	1	[]	.
s'emmuscadiner	1	[]	.
s'emmouscailler	1	[]	.
s'emmourir	1	[]	.
s'emmoder	1	[]	.
s'emmitoufler	1	[]	.
s'emmesler	1	[]	.
s'emmerdouiller	1	[]	.
s'emmembrer	1	[]	.
s'emmarquiser	1	[]	.
s'embuer	1	[]	.
s'embrunir	1	[]	.
s'embruiner	1	[]	.
s'embroussailler	1	[]	.
s'embrelicoquer	1	[]	.
s'embraser	1	[]	.
s'embrancher	1	[]	.
s'embourber	1	[]	.
s'embouquiner	1	[]	.
s'embouquer	1	[]	.
s'embordéliser	1	[]	.
s'emboire	1	[]	.
s'emblouser	1	[]	.
s'emberlifiquer	1	[]	.
s'embellir	1	[]	.
s'embaucher	1	[]	.
s'embâtonner	1	[]	.
s'embardouffler	1	[]	.
s'embarbouiller	1	[]	.
s'émacier	1	[]	.
s'élixirer	1	[]	.
s'élimer	1	[]	.
s'élégantiser	1	[]	.
s'électrocuter	1	[]	.
s'éjouir	1	[]	.
s'égyptiser	1	[]	.
s'égyptianiser	1	[]	.
s'égrougner	1	[]	.
s'égoutter	1	[]	.
s'égorgiller	1	[]	.
s'égaler	1	[]	.
s'effrayer	1	[]	.
s'efflorer	1	[]	.
s'effleurir	1	[]	.
s'effeuiller	1	[]	.
s'effectuer	1	[]	.
s'effarer	1	[]	.
s'écœurer	1	[]	.
s'éclopper	1	[]	.
s'éclier	1	[]	.
s'éclater	1	[]	.
s'éclaffer	1	[]	.
s'échigner	1	[]	.
s'écheveler	1	[]	.
s'ecchymoser	1	[]	.
s'écarquiller	1	[]	.
s'écarquer	1	[]	.
s'écarafler	1	[]	.
s'ébouler	1	[]	.
s'ébouillir	1	[]	.
s'ébouffer	1	[]	.
s'ébornicler	1	[]	.
s'ébaudir	1	[]	.
s'eaubéniter	1	[]	.
s'azériser	1	[]	.
s'aveugler	1	[]	.
s'aventurer	1	[]	.
s'avalancher	1	[]	.
s'autozoomer	1	[]	.
s'autovoter	1	[]	.
s'autovérifier	1	[]	.
s'autoventiler	1	[]	.
s'autovalider	1	[]	.
s'autotuer	1	[]	.
s'autotransformer	1	[]	.
s'autotraiter	1	[]	.
s'autotomiser	1	[]	.
s'autotélécharger	1	[]	.
s'autotaxer	1	[]	.
s'autosynchroniser	1	[]	.
s'autosuggestionner	1	[]	.
s'autosuggérer	1	[]	.
s'autosanctionner	1	[]	.
s'autosaisir	1	[]	.
s'autosaboter	1	[]	.
s'autoriser	1	[]	.
s'autoresponsabiliser	1	[]	.
s'autoreproduire	1	[]	.
s'autoréprimer	1	[]	.
s'autoréprimander	1	[]	.
s'autorenvoyer	1	[]	.
s'autorégulariser	1	[]	.
s'autoréglementer	1	[]	.
s'autorégénérer	1	[]	.
s'autoréformer	1	[]	.
s'autoréférencer	1	[]	.
s'autoréévaluer	1	[]	.
s'autorééduquer	1	[]	.
s'autoréarmer	1	[]	.
s'autoréaliser	1	[]	.
s'autoréajuster	1	[]	.
s'autorassurer	1	[]	.
s'autorajuster	1	[]	.
s'autoqualifier	1	[]	.
s'autopublier	1	[]	.
s'autoprotéger	1	[]	.
s'autopropulser	1	[]	.
s'autopromotionner	1	[]	.
s'autoproduire	1	[]	.
s'autopolluer	1	[]	.
s'autoplacer	1	[]	.
s'autopivoter	1	[]	.
s'autophosphoryler	1	[]	.
s'autopersuader	1	[]	.
s'autoperfuser	1	[]	.
s'autopasticher	1	[]	.
s'autoparodier	1	[]	.
s'autoneutraliser	1	[]	.
s'automystifier	1	[]	.
s'automotiver	1	[]	.
s'automobiliser	1	[]	.
s'automatiser	1	[]	.
s'automanipuler	1	[]	.
s'autolimiter	1	[]	.
s'autolicencier	1	[]	.
s'autolibérer	1	[]	.
s'autolégitimer	1	[]	.
s'autojustifier	1	[]	.
s'autojuger	1	[]	.
s'autoinvestir	1	[]	.
s'autointoxiquer	1	[]	.
s'autoincrémenter	1	[]	.
s'autoimmuniser	1	[]	.
s'autoglorifier	1	[]	.
s'autogérer	1	[]	.
s'autofrapper	1	[]	.
s'autoformer	1	[]	.
s'autoflageller	1		Se flageller soi-même (au sens figuré : se critiquer violemment).
s'autofilmer	1	[]	.
s'autofermer	1	[]	.
s'autoféliciter	1	[]	.
s'autoféconder	1	[]	.
s'autoérotiser	1	[]	.
s'autoenrichir	1	[]	.
s'autoengendrer	1	[]	.
s'autoéliminer	1	[]	.
s'autoéduquer	1	[]	.
s'autoéditer	1	[]	.
s'autodiscipliner	1	[]	.
s'autodiriger	1	[]	.
s'autodigérer	1	[]	.
s'autodétecter	1	[]	.
s'autodésigner	1	[]	.
s'autodéprécier	1	[]	.
s'autodépasser	1	[]	.
s'autodénigrer	1	[]	.
s'autodélivrer	1	[]	.
s'autodéfinir	1	[]	.
s'autodéfendre	1	[]	.
s'autodécréter	1	[]	.
s'autodécrémenter	1	[]	.
s'autodéconnecter	1	[]	.
s'autodécharger	1	[]	.
s'autodécerner	1	[]	.
s'autodébrayer	1	[]	.
s'autocritiquer	1	[]	.
s'autocorriger	1	[]	.
s'autocopier	1	[]	.
s'autocontrôler	1	[]	.
s'autoconsacrer	1	[]	.
s'autoconnecter	1	[]	.
s'autoconfigurer	1	[]	.
s'autocondenser	1	[]	.
s'autocommercialiser	1	[]	.
s'autocolmater	1	[]	.
s'autocoller	1	[]	.
s'autoclassifier	1	[]	.
s'autochtoniser	1	[]	.
s'autocentrer	1	[]	.
s'autocélébrer	1	[]	.
s'autocatégoriser	1	[]	.
s'autocalibrer	1	[]	.
s'autobronzer	1	[]	.
s'autobonifier	1	[]	.
s'autobombarder	1	[]	.
s'autobloquer	1	[]	.
s'autobaptiser	1	[]	.
s'autoattribuer	1	[]	.
s'autoassurer	1	[]	.
s'autoarchiver	1	[]	.
s'autoapprouver	1	[]	.
s'autoapprendre	1	[]	.
s'autoapprécier	1	[]	.
s'autoanalyser	1	[]	.
s'autoalimenter	1	[]	.
s'autoaligner	1	[]	.
s'autoajuster	1	[]	.
s'autoajouter	1	[]	.
s'autoadministrer	1	[]	.
s'autoadhérer	1	[]	.
s'autoaccuser	1	[]	.
